id	subject	item	tasktype	translation_type	len_sl_chr	len_tl_chr	len_sl_wrd	len_tl_wrd	edit_time	k_total	k_letter	k_digit	k_white	k_symbol	k_nav	k_erase	k_copy	k_cut	k_paste	k_do	np_300	lp_300	np_1000	lp_1000	ev_time_ms	num_annotations
wbreaker-017-mt1-4	T1	wbreaker-0174	mt1	pe	62	49	13	10	36.065	75	10	0	2	0	59	2	0	1	1	0	8	29917	6	28486	36065	1
wbreaker-017-mt1-5	T1	wbreaker-0175	mt1	pe	101	106	18	17	101.407	86	37	0	7	1	1	40	0	0	0	0	19	81539	6	74844	101407	1
wbreaker-017-mt1-6	T1	wbreaker-0176	mt1	pe	41	53	9	11	13.134	3	0	0	0	1	0	2	0	0	0	0	3	2808	1	1545	13134	1
wbreaker-017-mt1-7	T1	wbreaker-0177	mt1	pe	35	35	6	7	7.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7014	1
wbreaker-017-mt1-8	T1	wbreaker-0178	mt1	pe	105	103	23	21	62.404	48	5	0	1	0	33	9	0	0	0	0	5	54563	3	53454	62404	1
wbreaker-017-mt1-9	T1	wbreaker-0179	mt1	pe	46	45	10	11	40.148	84	28	0	10	0	2	44	0	0	0	0	16	30791	3	24005	40148	1
wbreaker-017-mt1-10	T1	wbreaker-01710	mt1	pe	99	116	16	20	68.508	108	54	0	10	1	7	36	0	0	0	0	22	53283	8	45342	68508	1
wbreaker-018-mt2-1	T1	wbreaker-0181	mt2	pe	19	24.7575757576	3	3.4545454545	27.2183636364	27.0606060606	17.2727272727	0	2.303030303	1.7272727273	0.5757575758	4.0303030303	0	0.5757575758	0.5757575758	0	6.9090909091	10564	2.8787878788	8442.3333333333	27218.3636363636	2
wbreaker-018-mt2-2	T1	wbreaker-0182	mt2	pe	14	18.2424242424	2	2.5454545455	20.0556363636	19.9393939394	12.7272727273	0	1.696969697	1.2727272727	0.4242424242	2.9696969697	0	0.4242424242	0.4242424242	0	5.0909090909	7784	2.1212121212	6220.6666666667	20055.6363636364	1
wbreaker-018-mt2-3	T1	wbreaker-0183	mt2	pe	32	29	7	6	16.95	29	4	0	0	0	22	3	0	0	0	0	2	4246	1	3425	16950	2
wbreaker-018-mt2-4	T1	wbreaker-0184	mt2	pe	29	37	5	8	12.034	5	5	0	0	0	0	0	0	0	0	0	1	9395	1	9395	12034	1
wbreaker-018-mt2-5	T1	wbreaker-0185	mt2	pe	29	30	5	4	11.735	16	7	0	0	0	1	8	0	0	0	0	5	8606	2	7353	11735	1
wbreaker-018-mt2-6	T1	wbreaker-0186	mt2	pe	63	65	15	12	22.352	68	4	0	0	0	57	7	0	0	0	0	6	13837	2	10952	22352	1
wbreaker-018-mt2-7	T1	wbreaker-0187	mt2	pe	83	97	14	16	38.164	122	12	0	1	0	106	3	0	0	0	0	3	18464	2	17847	38164	2
wbreaker-018-mt2-8	T1	wbreaker-0188	mt2	pe	19	9	4	1	1.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662	1
wbreaker-018-mt2-9	T1	wbreaker-0189	mt2	pe	71	78	12	13	41.952	125	19	0	4	0	78	24	0	0	0	0	11	32120	5	29599	41952	1
wbreaker-018-mt2-10	T1	wbreaker-01810	mt2	pe	70	66	12	14	74.295	82	34	0	3	0	28	15	0	0	0	2	19	63500	10	59150	74295	1
wbreaker-019-ht-1	T1	wbreaker-0191	ht	ht	50	52	9	9	12.869	64	46	0	8	4	0	6	0	0	0	0	5	3390	1	1885	12869	1
wbreaker-019-ht-2	T1	wbreaker-0192	ht	ht	24	26	5	3	17.558	34	22	0	3	5	0	4	0	0	0	0	6	9479	2	7881	17558	1
wbreaker-019-ht-3	T1	wbreaker-0193	ht	ht	20	20	3	4	5.033	20	16	0	3	1	0	0	0	0	0	0	1	1251	1	1251	5033	1
wbreaker-019-ht-4	T1	wbreaker-0194	ht	ht	39	54	5	12	17.478	70	49	0	12	1	0	8	0	0	0	0	6	7311	2	5236	17478	1
wbreaker-019-ht-5	T1	wbreaker-0195	ht	ht	25	20	6	5	7.378	32	20	0	5	1	0	6	0	0	0	0	3	1643	0	0	7378	1
wbreaker-019-ht-6	T1	wbreaker-0196	ht	ht	141	173	24	30	178.446	204	149	0	31	11	1	12	0	0	0	0	31	123006	16	115114	178446	2
wbreaker-019-ht-7	T1	wbreaker-0197	ht	ht	60	61	12	10	27.471	61	50	0	9	2	0	0	0	0	0	0	3	1615	0	0	27471	1
wbreaker-019-ht-8	T1	wbreaker-0198	ht	ht	49	58	9	11	26.914	62	49	0	10	1	0	2	0	0	0	0	7	16857	4	15232	26914	1
wbreaker-019-ht-9	T1	wbreaker-0199	ht	ht	48	56	9	9	16.359	72	54	0	9	1	0	8	0	0	0	0	4	3008	2	2229	16359	1
wbreaker-019-ht-10	T1	wbreaker-01910	ht	ht	24	25	7	5	8.092	25	19	0	4	2	0	0	0	0	0	0	2	1898	1	1192	8092	1
wbreaker-020-mt1-1	T1	wbreaker-0201	mt1	pe	25	27	5	4	6.883	11	2	0	0	0	6	3	0	0	0	0	3	4922	2	4502	6883	1
wbreaker-020-mt1-2	T1	wbreaker-0202	mt1	pe	96	94	18	16	76.827	238	41	0	9	0	145	43	0	0	0	0	21	58688	9	51880	76827	1
wbreaker-020-mt1-3	T1	wbreaker-0203	mt1	pe	37	35	8	7	30.043	59	34	0	6	1	2	16	0	0	0	0	10	14671	3	10934	30043	1
wbreaker-020-mt1-4	T1	wbreaker-0204	mt1	pe	62	59	11	10	73.105	163	24	0	3	0	120	16	0	0	0	0	11	63992	6	61531	73105	1
wbreaker-020-mt1-5	T1	wbreaker-0205	mt1	pe	11	15	2	3	9.592	3	1	0	0	0	0	2	0	0	0	0	3	3359	2	2679	9592	1
wbreaker-020-mt1-6	T1	wbreaker-0206	mt1	pe	21	22	3	4	1.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1936	1
wbreaker-020-mt1-7	T1	wbreaker-0207	mt1	pe	42	49	7	10	33.706	70	23	0	7	0	20	20	0	0	0	0	10	24443	5	22040	33706	1
wbreaker-020-mt1-8	T1	wbreaker-0208	mt1	pe	59	53	11	9	9.503	62	7	0	0	0	55	0	0	0	0	0	2	1982	1	1682	9503	1
wbreaker-020-mt1-9	T1	wbreaker-0209	mt1	pe	84	74	18	13	60.557	80	22	0	5	1	15	37	0	0	0	0	15	35283	6	31056	60557	1
wbreaker-020-mt1-10	T1	wbreaker-02010	mt1	pe	18	17	4	3	2.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2866	1
wbreaker-021-mt2-1	T1	wbreaker-0211	mt2	pe	21	25	3	5	27.023	54	15	0	6	0	20	13	0	0	0	0	10	18538	4	15903	27023	1
wbreaker-021-mt2-2	T1	wbreaker-0212	mt2	pe	127	149	21	24	81.684	136	50	0	9	0	44	33	0	0	0	0	16	62630	10	59257	81684	1
wbreaker-021-mt2-3	T1	wbreaker-0213	mt2	pe	91	96	16	17	52.915	187	37	0	5	1	96	48	0	0	0	0	15	28807	8	24796	52915	2
wbreaker-021-mt2-4	T1	wbreaker-0214	mt2	pe	56	55	9	11	9.843	56	3	0	0	0	53	0	0	0	0	0	1	3191	1	3191	9843	1
wbreaker-021-mt2-5	T1	wbreaker-0215	mt2	pe	66	85	10	12	67.206	97	41	0	5	0	21	30	0	0	0	0	11	50151	5	46878	67206	1
wbreaker-021-mt2-6	T1	wbreaker-0216	mt2	pe	174	173	29	29	343.239	215	75	0	15	1	67	57	0	0	0	0	32	284646	16	276589	343239	1
wbreaker-021-mt2-7	T1	wbreaker-0217	mt2	pe	75	99	13	17	31.844	45	3	0	2	0	33	7	0	0	0	0	6	19376	3	18100	31844	1
wbreaker-021-mt2-8	T1	wbreaker-0218	mt2	pe	25	18	5	4	3.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3284	1
wbreaker-021-mt2-9	T1	wbreaker-0219	mt2	pe	61	64	12	12	72.601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72601	1
wbreaker-021-mt2-10	T1	wbreaker-02110	mt2	pe	102	107	17	17	35.475	47	8	0	3	1	23	12	0	0	0	0	7	15018	4	13478	35475	1
wbreaker-022-ht-1	T1	wbreaker-0221	ht	ht	20	17	5	4	13.822	19	14	0	3	1	0	1	0	0	0	0	3	9026	2	8706	13822	1
wbreaker-022-ht-2	T1	wbreaker-0222	ht	ht	59	58	11	10	49.796	148	64	0	12	1	57	14	0	0	0	0	6	32953	3	31764	49796	1
wbreaker-022-ht-3	T1	wbreaker-0223	ht	ht	76	66	17	13	87.304	106	66	0	15	4	2	19	0	0	0	0	14	62947	5	58733	87304	2
wbreaker-022-ht-4	T1	wbreaker-0224	ht	ht	97	65	17	14	119.944	355	90	0	21	1	219	24	0	0	0	0	25	86206	13	79924	119944	1
wbreaker-022-ht-5	T1	wbreaker-0225	ht	ht	41	54	9	11	78.729	74	53	0	10	1	0	10	0	0	0	0	8	11513	3	8836	78729	2
wbreaker-022-ht-6	T1	wbreaker-0226	ht	ht	126	134	28	25	62.851	184	127	0	28	4	0	25	0	0	0	0	16	30510	6	24998	62851	1
wbreaker-022-ht-7	T1	wbreaker-0227	ht	ht	21	11	3	2	14.146	11	9	0	1	1	0	0	0	0	0	0	1	1163	1	1163	14146	1
wbreaker-022-ht-8	T1	wbreaker-0228	ht	ht	45	52	8	8	13.795	52	44	0	7	1	0	0	0	0	0	0	2	6038	2	6038	13795	1
wbreaker-022-ht-9	T1	wbreaker-0229	ht	ht	92	105	17	19	78.595	163	104	0	24	6	0	29	0	0	0	0	17	39165	6	34033	78595	1
wbreaker-022-ht-10	T1	wbreaker-02210	ht	ht	113	117	17	20	78.632	117	97	0	19	1	0	0	0	0	0	0	11	37300	7	34574	78632	1
wbreaker-023-mt1-1	T1	wbreaker-0231	mt1	pe	167	193	28	33	98.258	63	15	0	6	0	28	14	0	0	0	0	11	82528	5	79723	98258	1
wbreaker-023-mt1-2	T1	wbreaker-0232	mt1	pe	122	127	17	20	44.327	90	11	0	3	0	64	12	0	0	0	0	6	34583	4	33520	44327	1
wbreaker-023-mt1-3	T1	wbreaker-0233	mt1	pe	26	28	4	5	2.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2441	1
wbreaker-023-mt1-4	T1	wbreaker-0234	mt1	pe	55	75	10	11	87.679	46	26	0	4	1	9	6	0	0	0	0	4	80919	3	80235	87679	1
wbreaker-023-mt1-5	T1	wbreaker-0235	mt1	pe	77	78	15	14	75.174	145	17	0	5	1	91	31	0	0	0	0	19	48900	10	43838	75174	2
wbreaker-023-mt1-6	T1	wbreaker-0236	mt1	pe	57	48	9	8	21.819	57	2	0	0	0	50	5	0	0	0	0	4	6525	2	5309	21819	1
wbreaker-023-mt1-7	T1	wbreaker-0237	mt1	pe	66	57	13	10	60.35	105	32	0	7	3	19	44	0	0	0	0	29	38288	11	30213	60350	1
wbreaker-023-mt1-8	T1	wbreaker-0238	mt1	pe	48	50	8	10	31.859	56	11	0	5	0	18	22	0	0	0	0	10	12574	4	9285	31859	1
wbreaker-023-mt1-9	T1	wbreaker-0239	mt1	pe	27	13	5	3	22.029	40	9	0	2	0	27	2	0	0	0	0	3	6713	1	5953	22029	1
wbreaker-023-mt1-10	T1	wbreaker-02310	mt1	pe	64	74	13	13	17.502	123	13	0	0	1	95	14	0	0	0	0	6	10596	3	9064	17502	1
wbreaker-024-mt2-1	T1	wbreaker-0241	mt2	pe	19	19	3	3	11.012	12	4	0	1	0	3	4	0	0	0	0	3	7728	2	7427	11012	1
wbreaker-024-mt2-2	T1	wbreaker-0242	mt2	pe	62	63	10	9	28.024	47	23	0	3	0	1	20	0	0	0	0	9	16203	2	12886	28024	1
wbreaker-024-mt2-3	T1	wbreaker-0243	mt2	pe	18	25	3	4	22.332	15	14	0	1	0	0	0	0	0	0	0	2	18694	1	18249	22332	1
wbreaker-024-mt2-4	T1	wbreaker-0244	mt2	pe	27	27	5	5	8.711	19	5	0	0	0	0	14	0	0	0	0	3	2885	1	1887	8711	1
wbreaker-024-mt2-5	T1	wbreaker-0245	mt2	pe	82	93	13	17	66.181	20	16	0	2	0	0	2	0	0	0	0	6	60467	4	59336	66181	1
wbreaker-024-mt2-6	T1	wbreaker-0246	mt2	pe	66	70	11	12	17.499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17499	1
wbreaker-024-mt2-7	T1	wbreaker-0247	mt2	pe	24	30	4	5	6.288	7	7	0	0	0	0	0	0	0	0	0	1	3625	1	3625	6288	1
wbreaker-024-mt2-8	T1	wbreaker-0248	mt2	pe	116	116	18	18	123.389	87	36	0	3	2	25	21	0	0	0	0	14	101889	8	99210	123389	2
wbreaker-024-mt2-9	T1	wbreaker-0249	mt2	pe	69	66	13	13	42.873	79	6	0	1	1	57	14	0	0	0	0	8	36268	6	35412	42873	1
wbreaker-024-mt2-10	T1	wbreaker-02410	mt2	pe	107	107	20	20	133.901	207	79	0	14	2	58	54	0	0	0	0	27	112033	13	104410	133901	1
wbreaker-025-ht-1	T1	wbreaker-0251	ht	ht	86	113	16	21	187.875	135	107	0	20	1	0	7	0	0	0	0	17	166667	11	163634	187875	1
wbreaker-025-ht-2	T1	wbreaker-0252	ht	ht	70	64	13	12	97.955	72	53	0	12	3	0	4	0	0	0	0	11	88084	6	85874	97955	1
wbreaker-025-ht-3	T1	wbreaker-0253	ht	ht	20	29	4	7	53.923	33	24	0	6	1	0	2	0	0	0	0	6	6364	2	4034	53923	1
wbreaker-025-ht-4	T1	wbreaker-0254	ht	ht	83	81	16	15	66.262	110	83	0	15	3	1	8	0	0	0	0	11	37835	7	35893	66262	1
wbreaker-025-ht-5	T1	wbreaker-0255	ht	ht	20	22	4	4	12.122	40	27	0	3	1	0	9	0	0	0	0	3	2745	1	1430	12122	2
wbreaker-025-ht-6	T1	wbreaker-0256	ht	ht	82	84	17	16	35.752	96	77	0	15	1	0	3	0	0	0	0	7	9303	3	7002	35752	1
wbreaker-025-ht-7	T1	wbreaker-0257	ht	ht	155	121	28	20	136.163	177	121	0	22	3	9	22	0	0	0	0	29	98464	17	91649	136163	1
wbreaker-025-ht-8	T1	wbreaker-0258	ht	ht	22	27	3	5	13.639	39	26	0	4	3	0	6	0	0	0	0	6	5330	2	2908	13639	1
wbreaker-025-ht-9	T1	wbreaker-0259	ht	ht	92	89	18	17	33.657	121	85	0	18	2	0	16	0	0	0	0	8	11706	1	7376	33657	1
wbreaker-025-ht-10	T1	wbreaker-02510	ht	ht	91	74	18	11	141.516	167	101	0	18	5	1	42	0	0	0	0	19	116647	11	113081	141516	2
wbreaker-026-mt1-1	T1	wbreaker-0261	mt1	pe	10	10	2	2	1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	1
wbreaker-026-mt1-2	T1	wbreaker-0262	mt1	pe	39	37	7	6	1.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1910	1
wbreaker-026-mt1-3	T1	wbreaker-0263	mt1	pe	70	81	14	16	97.203	105	38	0	8	0	29	30	0	0	0	0	21	85352	10	79899	97203	1
wbreaker-026-mt1-4	T1	wbreaker-0264	mt1	pe	158	164	29	31	106.712	216	62	0	15	1	61	77	0	0	0	0	24	71247	9	63737	106712	1
wbreaker-026-mt1-5	T1	wbreaker-0265	mt1	pe	13	10	3	2	2.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2272	1
wbreaker-026-mt1-6	T1	wbreaker-0266	mt1	pe	79	77	17	16	127.916	236	69	0	12	1	60	94	0	0	0	0	46	108278	18	92958	127916	1
wbreaker-026-mt1-7	T1	wbreaker-0267	mt1	pe	151	175	27	29	260.614	355	130	0	24	3	102	96	0	0	0	0	49	202555	15	185207	260614	3
wbreaker-026-mt1-8	T1	wbreaker-0268	mt1	pe	101	100	17	17	61.506	94	23	0	5	0	46	20	0	0	0	0	14	52541	9	49543	61506	1
wbreaker-026-mt1-9	T1	wbreaker-0269	mt1	pe	51	71	10	16	56.046	54	21	0	7	1	1	24	0	0	0	0	7	30751	5	29409	56046	1
wbreaker-026-mt1-10	T1	wbreaker-02610	mt1	pe	34	27	6	4	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	1
wbreaker-027-mt2-1	T1	wbreaker-0271	mt2	pe	25	22	6	5	5.224	3	0	0	0	0	1	2	0	0	0	0	1	1709	1	1709	5224	1
wbreaker-027-mt2-2	T1	wbreaker-0272	mt2	pe	70	77	13	15	20.52	67	0	0	0	0	64	3	0	0	0	0	1	2287	1	2287	20520	1
wbreaker-027-mt2-3	T1	wbreaker-0273	mt2	pe	50	31	11	5	19.449	13	10	0	1	0	0	2	0	0	0	0	3	16005	2	15073	19449	1
wbreaker-027-mt2-4	T1	wbreaker-0274	mt2	pe	67	72	13	13	69.343	196	36	0	9	1	82	68	0	0	0	0	21	53586	7	47103	69343	1
wbreaker-027-mt2-5	T1	wbreaker-0275	mt2	pe	119	150	25	23	134.611	94	32	0	7	2	36	17	0	0	0	0	12	121661	9	119812	134611	1
wbreaker-027-mt2-6	T1	wbreaker-0276	mt2	pe	75	65	13	12	44.618	118	26	0	5	1	52	34	0	0	0	0	19	33207	4	25148	44618	1
wbreaker-027-mt2-7	T1	wbreaker-0277	mt2	pe	22	17	4	3	7.107	22	9	0	1	0	0	12	0	0	0	0	6	4375	1	2184	7107	1
wbreaker-027-mt2-8	T1	wbreaker-0278	mt2	pe	36	31	5	5	16.092	24	8	0	0	0	16	0	0	0	0	0	3	6397	3	6397	16092	1
wbreaker-027-mt2-9	T1	wbreaker-0279	mt2	pe	7	8	1	1	7.461	13	6	0	0	1	0	6	0	0	0	0	2	2177	1	1532	7461	1
wbreaker-027-mt2-10	T1	wbreaker-02710	mt2	pe	103	92	17	15	37.904	207	18	0	3	0	183	3	0	0	0	0	7	28851	6	28422	37904	1
wbreaker-028-ht-1	T1	wbreaker-0281	ht	ht	82	77	14	14	84.641	123	80	0	16	4	0	23	0	0	0	0	18	60637	9	55671	84641	1
wbreaker-028-ht-2	T1	wbreaker-0282	ht	ht	37	25	8	6	23.889	28	20	0	5	1	1	1	0	0	0	0	4	17764	3	17201	23889	1
wbreaker-028-ht-3	T1	wbreaker-0283	ht	ht	57	56	11	12	45.096	74	52	0	11	2	0	9	0	0	0	0	5	31247	3	30536	45096	1
wbreaker-028-ht-4	T1	wbreaker-0284	ht	ht	89	106	18	22	56.884	201	105	0	25	3	35	33	0	0	0	0	16	35851	8	31949	56884	1
wbreaker-028-ht-5	T1	wbreaker-0285	ht	ht	53	45	7	9	117.448	55	39	0	9	2	0	5	0	0	0	0	5	71157	3	69853	117448	2
wbreaker-028-ht-6	T1	wbreaker-0286	ht	ht	44	54	8	11	17.013	60	45	0	11	1	0	3	0	0	0	0	6	8766	2	6742	17013	1
wbreaker-028-ht-7	T1	wbreaker-0287	ht	ht	62	80	11	12	110.719	96	72	0	12	4	0	8	0	0	0	0	12	96058	7	93966	110719	1
wbreaker-028-ht-8	T1	wbreaker-0288	ht	ht	128	124	24	21	151.47	236	146	0	30	7	0	53	0	0	0	0	28	102643	9	93869	151470	2
wbreaker-028-ht-9	T1	wbreaker-0289	ht	ht	92	87	16	17	105.356	108	72	0	18	7	1	10	0	0	0	0	12	84067	3	80288	105356	2
wbreaker-028-ht-10	T1	wbreaker-02810	ht	ht	54	57	9	11	34.373	141	80	0	16	3	0	42	0	0	0	0	13	8680	2	3653	34373	1
wbreaker-029-mt1-1	T1	wbreaker-0291	mt1	pe	55	52	10	10	34.396	100	15	0	1	0	31	41	0	0	0	12	15	19267	3	13123	34396	1
wbreaker-029-mt1-2	T1	wbreaker-0292	mt1	pe	64	61	11	12	21.832	53	2	0	2	1	40	8	0	0	0	0	6	13089	4	12042	21832	1
wbreaker-029-mt1-3	T1	wbreaker-0293	mt1	pe	12	17	3	2	9.464	24	10	0	1	0	4	9	0	0	0	0	5	5326	2	3653	9464	1
wbreaker-029-mt1-4	T1	wbreaker-0294	mt1	pe	39	39	7	8	37.619	51	5	0	1	0	39	6	0	0	0	0	6	17548	3	15932	37619	1
wbreaker-029-mt1-5	T1	wbreaker-0295	mt1	pe	31	33	8	7	15.644	30	5	0	1	0	23	1	0	0	0	0	5	8172	3	6963	15644	1
wbreaker-029-mt1-6	T1	wbreaker-0296	mt1	pe	46	46	9	9	1.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	1
wbreaker-029-mt1-7	T1	wbreaker-0297	mt1	pe	53	41	10	6	98.492	119	54	0	5	2	10	48	0	0	0	0	17	85566	9	81217	98492	1
wbreaker-029-mt1-8	T1	wbreaker-0298	mt1	pe	64	76	10	13	59.828	48	26	0	3	0	16	3	0	0	0	0	6	48608	5	48296	59828	1
wbreaker-029-mt1-9	T1	wbreaker-0299	mt1	pe	87	90	14	18	60.511	53	27	0	4	0	6	16	0	0	0	0	11	52480	4	49107	60511	1
wbreaker-029-mt1-10	T1	wbreaker-02910	mt1	pe	105	83	22	13	100.186	126	37	0	5	0	54	30	0	0	0	0	14	86772	7	83052	100186	2
wbreaker-030-mt2-1	T1	wbreaker-0301	mt2	pe	20	23	4	4	3.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3918	1
wbreaker-030-mt2-2	T1	wbreaker-0302	mt2	pe	46	57	7	10	49.678	73	31	0	5	0	23	14	0	0	0	0	13	41368	7	38876	49678	1
wbreaker-030-mt2-3	T1	wbreaker-0303	mt2	pe	127	137	26	26	202.864	141	8	0	7	2	105	19	0	0	0	0	17	157829	7	152280	202864	2
wbreaker-030-mt2-4	T1	wbreaker-0304	mt2	pe	85	78	18	15	104.966	291	25	0	10	0	218	38	0	0	0	0	21	97472	8	90077	104966	1
wbreaker-030-mt2-5	T1	wbreaker-0305	mt2	pe	114	129	22	24	98.835	126	44	0	9	1	32	40	0	0	0	0	18	70126	9	65683	98835	1
wbreaker-030-mt2-6	T1	wbreaker-0306	mt2	pe	33	40	5	6	5.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5987	1
wbreaker-030-mt2-7	T1	wbreaker-0307	mt2	pe	79	72	14	13	42.432	147	24	0	6	1	50	66	0	0	0	0	14	29522	6	25938	42432	1
wbreaker-030-mt2-8	T1	wbreaker-0308	mt2	pe	115	118	21	22	106.668	208	59	0	11	1	45	92	0	0	0	0	16	88108	6	83016	106668	1
wbreaker-030-mt2-9	T1	wbreaker-0309	mt2	pe	98	105	16	18	49.366	137	27	1	5	0	84	20	0	0	0	0	14	27961	5	23811	49366	2
wbreaker-030-mt2-10	T1	wbreaker-03010	mt2	pe	51	52	9	9	60.237	69	32	0	5	0	1	31	0	0	0	0	20	45489	10	41118	60237	2
wbreaker-031-ht-1	T1	wbreaker-0311	ht	ht	49	53	9	10	19.717	170	40	0	9	4	117	0	0	0	0	0	7	10569	5	9765	19717	1
wbreaker-031-ht-2	T1	wbreaker-0312	ht	ht	69	82	11	14	64.431	153	73	0	14	3	59	4	0	0	0	0	13	49965	6	45893	64431	1
wbreaker-031-ht-3	T1	wbreaker-0313	ht	ht	75	74	14	13	33.512	78	61	0	12	3	0	2	0	0	0	0	12	22155	3	17428	33512	1
wbreaker-031-ht-4	T1	wbreaker-0314	ht	ht	108	116	21	20	57.332	145	105	0	20	9	1	10	0	0	0	0	23	37843	10	31063	57332	1
wbreaker-031-ht-5	T1	wbreaker-0315	ht	ht	75	76	15	16	27.955	77	59	0	15	2	1	0	0	0	0	0	7	11024	5	10251	27955	2
wbreaker-031-ht-6	T1	wbreaker-0316	ht	ht	57	63	10	12	104.805	114	74	1	17	1	4	17	0	0	0	0	20	71058	11	66354	104805	1
wbreaker-031-ht-7	T1	wbreaker-0317	ht	ht	35	50	7	8	50.54	56	43	0	9	1	0	3	0	0	0	0	7	7355	2	4896	50540	1
wbreaker-031-ht-8	T1	wbreaker-0318	ht	ht	59	62	10	10	54.405	102	64	0	13	4	0	21	0	0	0	0	14	42333	4	36270	54405	1
wbreaker-031-ht-9	T1	wbreaker-0319	ht	ht	19	20	3	4	13.263	28	16	0	4	4	0	4	0	0	0	0	6	2934	0	0	13263	1
wbreaker-031-ht-10	T1	wbreaker-03110	ht	ht	30	42	5	8	10.581	42	33	0	7	2	0	0	0	0	0	0	3	3377	1	2710	10581	1
wbreaker-032-mt1-1	T1	wbreaker-0321	mt1	pe	23	22	3	4	11.23	9	1	0	0	0	5	3	0	0	0	0	3	3655	2	3320	11230	1
wbreaker-032-mt1-2	T1	wbreaker-0322	mt1	pe	43	38	9	6	40.37	160	42	0	7	0	55	56	0	0	0	0	13	26910	4	21327	40370	2
wbreaker-032-mt1-3	T1	wbreaker-0323	mt1	pe	42	53	8	8	35.42	66	18	0	2	1	38	7	0	0	0	0	10	14509	5	11738	35420	1
wbreaker-032-mt1-4	T1	wbreaker-0324	mt1	pe	21	18	5	3	8.04	5	4	0	0	0	0	1	0	0	0	0	2	3511	2	3511	8040	1
wbreaker-032-mt1-5	T1	wbreaker-0325	mt1	pe	71	71	12	13	28.849	60	14	0	1	0	31	14	0	0	0	0	9	22040	5	19884	28849	1
wbreaker-032-mt1-6	T1	wbreaker-0326	mt1	pe	53	56	9	10	20.348	61	22	0	3	1	22	13	0	0	0	0	7	6144	2	3827	20348	1
wbreaker-032-mt1-7	T1	wbreaker-0327	mt1	pe	94	97	16	16	94.615	129	39	0	7	2	58	23	0	0	0	0	14	66468	3	61490	94615	2
wbreaker-032-mt1-8	T1	wbreaker-0328	mt1	pe	43	48	8	8	32.744	56	2	0	0	0	54	0	0	0	0	0	2	12761	1	12354	32744	1
wbreaker-032-mt1-9	T1	wbreaker-0329	mt1	pe	44	40	9	8	22.839	73	24	0	6	0	14	29	0	0	0	0	9	8883	2	5447	22839	1
wbreaker-032-mt1-10	T1	wbreaker-03210	mt1	pe	111	109	17	18	104.755	197	46	0	12	3	64	72	0	0	0	0	23	89058	9	81734	104755	1
wbreaker-033-mt2-1	T1	wbreaker-0331	mt2	pe	65	48	12	9	14.784	17	3	0	1	1	0	12	0	0	0	0	3	9139	1	7378	14784	1
wbreaker-033-mt2-2	T1	wbreaker-0332	mt2	pe	81	80	13	13	53.3	108	30	0	9	0	38	31	0	0	0	0	11	20119	5	17004	53300	1
wbreaker-033-mt2-3	T1	wbreaker-0333	mt2	pe	82	68	16	13	39.767	147	29	0	7	0	92	19	0	0	0	0	12	30949	4	27332	39767	1
wbreaker-033-mt2-4	T1	wbreaker-0334	mt2	pe	39	40	8	6	1.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1924	1
wbreaker-033-mt2-5	T1	wbreaker-0335	mt2	pe	43	49	8	10	48.879	60	20	0	2	0	38	0	0	0	0	0	4	41613	3	41099	48879	1
wbreaker-033-mt2-6	T1	wbreaker-0336	mt2	pe	127	79	26	13	84.743	72	32	0	3	2	27	8	0	0	0	0	11	73812	5	70148	84743	1
wbreaker-033-mt2-7	T1	wbreaker-0337	mt2	pe	90	92	19	18	63.831	113	19	0	6	2	55	31	0	0	0	0	14	55650	8	51649	63831	1
wbreaker-033-mt2-8	T1	wbreaker-0338	mt2	pe	36	43	6	8	8.331	13	11	0	1	1	0	0	0	0	0	0	2	3868	1	3189	8331	1
wbreaker-033-mt2-9	T1	wbreaker-0339	mt2	pe	63	61	13	11	29.482	141	25	0	3	1	103	9	0	0	0	0	8	20843	4	18855	29482	1
wbreaker-033-mt2-10	T1	wbreaker-03310	mt2	pe	33	27	7	6	111.607	54	18	0	6	0	6	24	0	0	0	0	13	93320	4	88344	111607	1
wbreaker-001-ht-1	T2	wbreaker-0011	ht	ht	49	40	7	6	21.428	56	40	0	7	1	0	8	0	0	0	0	8	13276	4	10877	21428	1
